"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1993","33","90457","36.48"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1993","30","120704","24.85"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1993","28","136710","20.48"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1993","28","121716","23"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1993","36","105168","34.23"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1993","26","91449","28.43"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1993","194","843197","23.01"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1994","3","100360","2.99"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1994","18","88276","20.39"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1994","29","93905","30.88"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1994","27","123814","21.81"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1994","44","146207","30.09"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1994","36","129919","27.71"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1994","29","112517","25.77"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1994","27","99480","27.14"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1994","213","894478","23.81"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1995","2","105424","1.9"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1995","22","94335","23.32"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1995","35","97546","35.88"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1995","34","126448","26.89"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1995","42","153195","27.42"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1995","46","137634","33.42"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1995","42","120189","34.94"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1995","36","107769","33.4"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1995","259","942540","27.48"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1996","1","111828","0.89"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1996","13","101287","12.83"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1996","31","101257","30.62"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1996","33","129522","25.48"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1996","40","156726","25.52"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1996","39","145169","26.87"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1996","29","128116","22.64"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1996","34","117059","29.05"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1996","220","990964","22.2"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1997","3","117999","2.54"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1997","12","109345","10.97"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1997","23","108498","21.2"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1997","30","134220","22.35"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1997","43","160173","26.85"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1997","48","153209","31.33"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1997","50","137743","36.3"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1997","39","121534","32.09"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1997","248","1042721","23.78"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1981","1998","Suicide","1998","7","124838","5.61"
"Both Sexes","All Races","Nevada","Both","15-19 yrs","1981","1998","Suicide","1998","22","116801","18.84"
"Both Sexes","All Races","Nevada","Both","20-24 yrs","1981","1998","Suicide","1998","25","114990","21.74"
"Both Sexes","All Races","Nevada","Both","25-29 yrs","1981","1998","Suicide","1998","26","139232","18.67"
"Both Sexes","All Races","Nevada","Both","30-34 yrs","1981","1998","Suicide","1998","33","159955","20.63"
"Both Sexes","All Races","Nevada","Both","35-39 yrs","1981","1998","Suicide","1998","53","159150","33.3"
"Both Sexes","All Races","Nevada","Both","40-44 yrs","1981","1998","Suicide","1998","40","145178","27.55"
"Both Sexes","All Races","Nevada","Both","45-49 yrs","1981","1998","Suicide","1998","43","127420","33.75"
"Both Sexes","All Races","Nevada","Both","Ages 10 to 49","1981","1998","Suicide","1998","249","1087564","22.9"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1981","1","76618","1.31"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1981","12","84239","14.25"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1981","14","87707","15.96"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1981","14","81027","17.28"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1981","14","84151","16.64"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1981","12","63642","18.86"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1981","10","49102","20.37"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1981","9","44304","20.31"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1981","86","570790","15.07"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1982","0","75809","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1982","5","81904","6.1"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1982","10","88830","11.26"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1982","21","82293","25.52"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1982","6","83457","7.19"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1982","10","70631","14.16"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1982","7","51746","13.53"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1982","6","44193","13.58"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1982","65","578863","11.23"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1983","2","73520","2.72"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1983","2","80315","2.49"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1983","21","88809","23.65"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1983","9","84222","10.69"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1983","8","84457","9.47"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1983","11","74665","14.73"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1983","9","56036","16.06"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1983","5","44976","11.12"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1983","67","587000","11.41"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1984","0","71422","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1984","6","79351","7.56"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1984","13","89177","14.58"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1984","17","87410","19.45"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1984","14","86874","16.12"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1984","11","79916","13.76"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1984","7","59905","11.69"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1984","6","46461","12.91"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1984","74","600516","12.32"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1985","0","69244","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1985","16","78846","20.29"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1985","18","88759","20.28"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1985","11","91204","12.06"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1985","12","89908","13.35"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1985","14","84757","16.52"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1985","15","63381","23.67"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1985","10","47812","20.92"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1985","96","613911","15.64"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1986","1","67117","1.49"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1986","8","80191","9.98"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1986","25","87497","28.57"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1986","15","96324","15.57"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1986","14","93075","15.04"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1986","8","91137","8.78"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1986","11","66680","16.5"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1986","6","50016","12"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1986","88","632037","13.92"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1987","0","66796","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1987","14","80520","17.39"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1987","17","86653","19.62"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1987","13","99792","13.03"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1987","9","97101","9.27"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1987","11","92050","11.95"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1987","13","75034","17.33"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1987","8","53573","14.93"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1987","85","651519","13.05"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1988","0","68588","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1988","16","80277","19.93"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1988","12","86324","13.9"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1988","15","100805","14.88"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1988","16","100849","15.87"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1988","12","93780","12.8"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1988","13","79558","16.34"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1988","11","58334","18.86"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1988","95","668515","14.21"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1989","0","70491","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1989","12","78848","15.22"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1989","12","85337","14.06"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1989","16","100569","15.91"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1989","20","104600","19.12"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1989","10","95667","10.45"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1989","10","84106","11.89"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1989","4","61827","6.47"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1989","84","681445","12.33"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1990","4","71286","5.61"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1990","10","75627","13.22"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1990","10","83758","11.94"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1990","16","98061","16.32"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1990","16","107464","14.89"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1990","18","97545","18.45"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1990","11","87479","12.57"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1990","10","63936","15.64"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1990","95","685156","13.87"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1991","1","74372","1.34"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1991","11","70488","15.61"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1991","17","81423","20.88"
"Both Sexes","All Races","New Hampshire","Both","25-29 yrs","1981","1998","Suicide","1991","15","91081","16.47"
"Both Sexes","All Races","New Hampshire","Both","30-34 yrs","1981","1998","Suicide","1991","17","106265","16"
"Both Sexes","All Races","New Hampshire","Both","35-39 yrs","1981","1998","Suicide","1991","14","99083","14.13"
"Both Sexes","All Races","New Hampshire","Both","40-44 yrs","1981","1998","Suicide","1991","10","90516","11.05"
"Both Sexes","All Races","New Hampshire","Both","45-49 yrs","1981","1998","Suicide","1991","17","65285","26.04"
"Both Sexes","All Races","New Hampshire","Both","Ages 10 to 49","1981","1998","Suicide","1991","102","678513","15.03"
"Both Sexes","All Races","New Hampshire","Both","10-14 yrs","1981","1998","Suicide","1992","0","77393","0"
"Both Sexes","All Races","New Hampshire","Both","15-19 yrs","1981","1998","Suicide","1992","9","68752","13.09"
"Both Sexes","All Races","New Hampshire","Both","20-24 yrs","1981","1998","Suicide","1992","14","79816","17.54"
