"Notes"	"Census Region"	"Census Region Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"25-34 years"	"25-34"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"35-44 years"	"35-44"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"45-54 years"	"45-54"	163	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"55-64 years"	"55-64"	124	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"65-74 years"	"65-74"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"75-84 years"	"75-84"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Apr., 2012"	"2012/04"			708	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"5-14 years"	"5-14"	12	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"15-24 years"	"15-24"	115	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"25-34 years"	"25-34"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"35-44 years"	"35-44"	142	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"45-54 years"	"45-54"	177	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"55-64 years"	"55-64"	130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"65-74 years"	"65-74"	50	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"May, 2012"	"2012/05"			823	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"15-24 years"	"15-24"	94	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"25-34 years"	"25-34"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"35-44 years"	"35-44"	140	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"45-54 years"	"45-54"	166	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"55-64 years"	"55-64"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jun., 2012"	"2012/06"			778	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"15-24 years"	"15-24"	77	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"25-34 years"	"25-34"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"35-44 years"	"35-44"	136	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"45-54 years"	"45-54"	167	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"55-64 years"	"55-64"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"65-74 years"	"65-74"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Jul., 2012"	"2012/07"			737	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"15-24 years"	"15-24"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"25-34 years"	"25-34"	127	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"35-44 years"	"35-44"	133	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"45-54 years"	"45-54"	166	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"55-64 years"	"55-64"	128	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Aug., 2012"	"2012/08"			796	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"15-24 years"	"15-24"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"25-34 years"	"25-34"	113	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"35-44 years"	"35-44"	134	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"45-54 years"	"45-54"	172	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"55-64 years"	"55-64"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"75-84 years"	"75-84"	31	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Sep., 2012"	"2012/09"			743	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"15-24 years"	"15-24"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"25-34 years"	"25-34"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"35-44 years"	"35-44"	132	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"45-54 years"	"45-54"	163	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"55-64 years"	"55-64"	110	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"65-74 years"	"65-74"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"	"85+ years"	"85+"	24	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Oct., 2012"	"2012/10"			742	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"15-24 years"	"15-24"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"25-34 years"	"25-34"	108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"35-44 years"	"35-44"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"45-54 years"	"45-54"	134	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"55-64 years"	"55-64"	97	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"65-74 years"	"65-74"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Nov., 2012"	"2012/11"			655	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"15-24 years"	"15-24"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"25-34 years"	"25-34"	110	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"35-44 years"	"35-44"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"45-54 years"	"45-54"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"55-64 years"	"55-64"	124	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"65-74 years"	"65-74"	53	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"	"Dec., 2012"	"2012/12"			675	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2012"	"2012"					8679	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"15-24 years"	"15-24"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"25-34 years"	"25-34"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"35-44 years"	"35-44"	135	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"45-54 years"	"45-54"	166	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"55-64 years"	"55-64"	124	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"65-74 years"	"65-74"	62	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jan., 2013"	"2013/01"			776	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"15-24 years"	"15-24"	63	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"25-34 years"	"25-34"	109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"35-44 years"	"35-44"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"45-54 years"	"45-54"	134	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"55-64 years"	"55-64"	108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"65-74 years"	"65-74"	49	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"75-84 years"	"75-84"	24	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Feb., 2013"	"2013/02"			614	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"5-14 years"	"5-14"	13	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"15-24 years"	"15-24"	99	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"25-34 years"	"25-34"	109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"35-44 years"	"35-44"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"45-54 years"	"45-54"	180	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"55-64 years"	"55-64"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"65-74 years"	"65-74"	60	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"75-84 years"	"75-84"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Mar., 2013"	"2013/03"			764	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"15-24 years"	"15-24"	115	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"25-34 years"	"25-34"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"35-44 years"	"35-44"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"45-54 years"	"45-54"	153	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"55-64 years"	"55-64"	131	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"65-74 years"	"65-74"	64	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"75-84 years"	"75-84"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Apr., 2013"	"2013/04"			773	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"5-14 years"	"5-14"	11	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"15-24 years"	"15-24"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"25-34 years"	"25-34"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"35-44 years"	"35-44"	134	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"45-54 years"	"45-54"	178	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"55-64 years"	"55-64"	118	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"65-74 years"	"65-74"	58	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"75-84 years"	"75-84"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"	"85+ years"	"85+"	30	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"May, 2013"	"2013/05"			785	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"5-14 years"	"5-14"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"15-24 years"	"15-24"	91	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"25-34 years"	"25-34"	133	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"35-44 years"	"35-44"	123	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"45-54 years"	"45-54"	155	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"55-64 years"	"55-64"	124	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"65-74 years"	"65-74"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jun., 2013"	"2013/06"			763	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"15-24 years"	"15-24"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"25-34 years"	"25-34"	127	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"35-44 years"	"35-44"	137	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"45-54 years"	"45-54"	169	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"55-64 years"	"55-64"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"65-74 years"	"65-74"	75	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Jul., 2013"	"2013/07"			791	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"15-24 years"	"15-24"	108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"25-34 years"	"25-34"	145	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"35-44 years"	"35-44"	127	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"45-54 years"	"45-54"	175	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"55-64 years"	"55-64"	120	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"65-74 years"	"65-74"	67	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"	"85+ years"	"85+"	13	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Aug., 2013"	"2013/08"			809	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"15-24 years"	"15-24"	111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"25-34 years"	"25-34"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"35-44 years"	"35-44"	115	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"45-54 years"	"45-54"	146	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"55-64 years"	"55-64"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"75-84 years"	"75-84"	32	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Sep., 2013"	"2013/09"			712	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"15-24 years"	"15-24"	98	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"25-34 years"	"25-34"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"35-44 years"	"35-44"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"45-54 years"	"45-54"	147	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"55-64 years"	"55-64"	121	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2013"	"2013"	"Oct., 2013"	"2013/10"			706	Not Applicable	Not Applicable
